utterance	model	variable	probability	full model results	cost function	speaker alpha	listener alpha	alternative utterances function	most likely world(s)	summary
“aliceWin because !aliceLazy”	literal	aliceWin	1	“[ { aliceStrong: true, aliceLazy: false, bobStrong: true, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: true, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: true, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true } ],[ 0.11856624275789118, 0.16844964781114016, 0.0764478207563046, 0.27934706829819467, 0.07017332980743804, 0.11856624275789118, 0.16844964781114014 ]”	"“var costs = map(function(utterance) { if (utterance == ""nothing"") { return 0; } else { var words = utterance.split("" ""); var chars = utterance.split(""""); var negs = filter(function(x) {return x == ""!"";}, chars); return words.length; }}, utterances);”"	5	5	"“var getAlternativeUtterances = function(basePropositions) { var nothing = [""nothing""]; var negPropositions = map(function(p) {return ""!"" + p;}, basePropositions); var simplePropositions = negPropositions.concat(basePropositions); var propositionPairs = [].concat.apply( [], map( function(a) { return map( function(b) { return [a,b]; }, simplePropositions ); }, simplePropositions ) ); // because pairs for everything in both directions var becausePropositions = map( function(lst) {return lst[0] + "" because "" + lst[1];}, filter( function(lst) { return lst[0] != lst[1]; }, propositionPairs ) ); var conjunctionPropositions = map( function(lst) {return lst[0] + "" & "" + lst[1];}, filter( function(lst) { var notSame = lst[0] != lst[1]; var ordered = lst[0] > lst[1]; return notSame & ordered; }, propositionPairs ) ); return nothing.concat( simplePropositions ).concat( becausePropositions ).concat( conjunctionPropositions ); };”"	[[aliceWeak, aliceTried, bobWeak, bobTried, aliceWin]]	both weak, both tried
“aliceWin because !aliceLazy”	listener	aliceStrong	0.99	“[ { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: true, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: true, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: true, bobLazy: true, aliceWin: true } ],[ 0.01236862432541054, 6.048088576410609e-7, 0.0000013587476895775925, 0.9752601829491507, 3.4622165574533773e-11, 0.012368624325410672, 6.048088576410609e-7 ]”	"“var costs = map(function(utterance) { if (utterance == ""nothing"") { return 0; } else { var words = utterance.split("" ""); var chars = utterance.split(""""); var negs = filter(function(x) {return x == ""!"";}, chars); return words.length; }}, utterances);”"	5	5	"“var getAlternativeUtterances = function(basePropositions) { var nothing = [""nothing""]; var negPropositions = map(function(p) {return ""!"" + p;}, basePropositions); var simplePropositions = negPropositions.concat(basePropositions); var propositionPairs = [].concat.apply( [], map( function(a) { return map( function(b) { return [a,b]; }, simplePropositions ); }, simplePropositions ) ); // because pairs for everything in both directions var becausePropositions = map( function(lst) {return lst[0] + "" because "" + lst[1];}, filter( function(lst) { return lst[0] != lst[1]; }, propositionPairs ) ); var conjunctionPropositions = map( function(lst) {return lst[0] + "" & "" + lst[1];}, filter( function(lst) { var notSame = lst[0] != lst[1]; var ordered = lst[0] > lst[1]; return notSame & ordered; }, propositionPairs ) ); return nothing.concat( simplePropositions ).concat( becausePropositions ).concat( conjunctionPropositions ); };”"	[[aliceStrong, aliceTried, bobWeak, bobTried, aliceWin]]	alice and bob tried, but alice was stronger
“aliceWin because !aliceLazy”	listener	aliceLazy	0	“[ { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: true, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: true, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: true, bobLazy: true, aliceWin: true } ],[ 0.01236862432541054, 6.048088576410609e-7, 0.0000013587476895775925, 0.9752601829491507, 3.4622165574533773e-11, 0.012368624325410672, 6.048088576410609e-7 ]”	"“var costs = map(function(utterance) { if (utterance == ""nothing"") { return 0; } else { var words = utterance.split("" ""); var chars = utterance.split(""""); var negs = filter(function(x) {return x == ""!"";}, chars); return words.length; }}, utterances);”"	5	5	"“var getAlternativeUtterances = function(basePropositions) { var nothing = [""nothing""]; var negPropositions = map(function(p) {return ""!"" + p;}, basePropositions); var simplePropositions = negPropositions.concat(basePropositions); var propositionPairs = [].concat.apply( [], map( function(a) { return map( function(b) { return [a,b]; }, simplePropositions ); }, simplePropositions ) ); // because pairs for everything in both directions var becausePropositions = map( function(lst) {return lst[0] + "" because "" + lst[1];}, filter( function(lst) { return lst[0] != lst[1]; }, propositionPairs ) ); var conjunctionPropositions = map( function(lst) {return lst[0] + "" & "" + lst[1];}, filter( function(lst) { var notSame = lst[0] != lst[1]; var ordered = lst[0] > lst[1]; return notSame & ordered; }, propositionPairs ) ); return nothing.concat( simplePropositions ).concat( becausePropositions ).concat( conjunctionPropositions ); };”"	[[aliceStrong, aliceTried, bobWeak, bobTried, aliceWin]]	alice and bob tried, but alice was stronger
“aliceWin because !aliceLazy”	listener	bobStrong	0.01	“[ { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: true, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: true, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: true, bobLazy: true, aliceWin: true } ],[ 0.01236862432541054, 6.048088576410609e-7, 0.0000013587476895775925, 0.9752601829491507, 3.4622165574533773e-11, 0.012368624325410672, 6.048088576410609e-7 ]”	"“var costs = map(function(utterance) { if (utterance == ""nothing"") { return 0; } else { var words = utterance.split("" ""); var chars = utterance.split(""""); var negs = filter(function(x) {return x == ""!"";}, chars); return words.length; }}, utterances);”"	5	5	"“var getAlternativeUtterances = function(basePropositions) { var nothing = [""nothing""]; var negPropositions = map(function(p) {return ""!"" + p;}, basePropositions); var simplePropositions = negPropositions.concat(basePropositions); var propositionPairs = [].concat.apply( [], map( function(a) { return map( function(b) { return [a,b]; }, simplePropositions ); }, simplePropositions ) ); // because pairs for everything in both directions var becausePropositions = map( function(lst) {return lst[0] + "" because "" + lst[1];}, filter( function(lst) { return lst[0] != lst[1]; }, propositionPairs ) ); var conjunctionPropositions = map( function(lst) {return lst[0] + "" & "" + lst[1];}, filter( function(lst) { var notSame = lst[0] != lst[1]; var ordered = lst[0] > lst[1]; return notSame & ordered; }, propositionPairs ) ); return nothing.concat( simplePropositions ).concat( becausePropositions ).concat( conjunctionPropositions ); };”"	[[aliceStrong, aliceTried, bobWeak, bobTried, aliceWin]]	alice and bob tried, but alice was stronger
“aliceWin because !aliceLazy”	listener	bobLazy	0	“[ { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: true, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: true, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: true, bobLazy: true, aliceWin: true } ],[ 0.01236862432541054, 6.048088576410609e-7, 0.0000013587476895775925, 0.9752601829491507, 3.4622165574533773e-11, 0.012368624325410672, 6.048088576410609e-7 ]”	"“var costs = map(function(utterance) { if (utterance == ""nothing"") { return 0; } else { var words = utterance.split("" ""); var chars = utterance.split(""""); var negs = filter(function(x) {return x == ""!"";}, chars); return words.length; }}, utterances);”"	5	5	"“var getAlternativeUtterances = function(basePropositions) { var nothing = [""nothing""]; var negPropositions = map(function(p) {return ""!"" + p;}, basePropositions); var simplePropositions = negPropositions.concat(basePropositions); var propositionPairs = [].concat.apply( [], map( function(a) { return map( function(b) { return [a,b]; }, simplePropositions ); }, simplePropositions ) ); // because pairs for everything in both directions var becausePropositions = map( function(lst) {return lst[0] + "" because "" + lst[1];}, filter( function(lst) { return lst[0] != lst[1]; }, propositionPairs ) ); var conjunctionPropositions = map( function(lst) {return lst[0] + "" & "" + lst[1];}, filter( function(lst) { var notSame = lst[0] != lst[1]; var ordered = lst[0] > lst[1]; return notSame & ordered; }, propositionPairs ) ); return nothing.concat( simplePropositions ).concat( becausePropositions ).concat( conjunctionPropositions ); };”"	[[aliceStrong, aliceTried, bobWeak, bobTried, aliceWin]]	alice and bob tried, but alice was stronger
“aliceWin because !aliceLazy”	listener	aliceWin	1	“[ { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: true, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: true, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: true, bobLazy: true, aliceWin: true } ],[ 0.01236862432541054, 6.048088576410609e-7, 0.0000013587476895775925, 0.9752601829491507, 3.4622165574533773e-11, 0.012368624325410672, 6.048088576410609e-7 ]”	"“var costs = map(function(utterance) { if (utterance == ""nothing"") { return 0; } else { var words = utterance.split("" ""); var chars = utterance.split(""""); var negs = filter(function(x) {return x == ""!"";}, chars); return words.length; }}, utterances);”"	5	5	"“var getAlternativeUtterances = function(basePropositions) { var nothing = [""nothing""]; var negPropositions = map(function(p) {return ""!"" + p;}, basePropositions); var simplePropositions = negPropositions.concat(basePropositions); var propositionPairs = [].concat.apply( [], map( function(a) { return map( function(b) { return [a,b]; }, simplePropositions ); }, simplePropositions ) ); // because pairs for everything in both directions var becausePropositions = map( function(lst) {return lst[0] + "" because "" + lst[1];}, filter( function(lst) { return lst[0] != lst[1]; }, propositionPairs ) ); var conjunctionPropositions = map( function(lst) {return lst[0] + "" & "" + lst[1];}, filter( function(lst) { var notSame = lst[0] != lst[1]; var ordered = lst[0] > lst[1]; return notSame & ordered; }, propositionPairs ) ); return nothing.concat( simplePropositions ).concat( becausePropositions ).concat( conjunctionPropositions ); };”"	[[aliceStrong, aliceTried, bobWeak, bobTried, aliceWin]]	alice and bob tried, but alice was stronger
“aliceWin because !bobStrong”	literal	aliceStrong	0.59	“[ { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: false, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true } ],[ 0.06312082728292227, 0.08993918820245615, 0.09096144361200582, 0.35085863025122876, 0.03771874474750844, 0.14944216817341407, 0.21795899773046437 ]”	"“var costs = map(function(utterance) { if (utterance == ""nothing"") { return 0; } else { var words = utterance.split("" ""); var chars = utterance.split(""""); var negs = filter(function(x) {return x == ""!"";}, chars); return words.length; }}, utterances);”"	5	5	"“var getAlternativeUtterances = function(basePropositions) { var nothing = [""nothing""]; var negPropositions = map(function(p) {return ""!"" + p;}, basePropositions); var simplePropositions = negPropositions.concat(basePropositions); var propositionPairs = [].concat.apply( [], map( function(a) { return map( function(b) { return [a,b]; }, simplePropositions ); }, simplePropositions ) ); // because pairs for everything in both directions var becausePropositions = map( function(lst) {return lst[0] + "" because "" + lst[1];}, filter( function(lst) { return lst[0] != lst[1]; }, propositionPairs ) ); var conjunctionPropositions = map( function(lst) {return lst[0] + "" & "" + lst[1];}, filter( function(lst) { var notSame = lst[0] != lst[1]; var ordered = lst[0] > lst[1]; return notSame & ordered; }, propositionPairs ) ); return nothing.concat( simplePropositions ).concat( becausePropositions ).concat( conjunctionPropositions ); };”"	[[aliceStrong, aliceTried, bobWeak, bobTried, aliceWin]]	alice and bob tried, but alice was stronger
“aliceWin because !bobStrong”	literal	aliceLazy	0.19	“[ { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: false, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true } ],[ 0.06312082728292227, 0.08993918820245615, 0.09096144361200582, 0.35085863025122876, 0.03771874474750844, 0.14944216817341407, 0.21795899773046437 ]”	"“var costs = map(function(utterance) { if (utterance == ""nothing"") { return 0; } else { var words = utterance.split("" ""); var chars = utterance.split(""""); var negs = filter(function(x) {return x == ""!"";}, chars); return words.length; }}, utterances);”"	5	5	"“var getAlternativeUtterances = function(basePropositions) { var nothing = [""nothing""]; var negPropositions = map(function(p) {return ""!"" + p;}, basePropositions); var simplePropositions = negPropositions.concat(basePropositions); var propositionPairs = [].concat.apply( [], map( function(a) { return map( function(b) { return [a,b]; }, simplePropositions ); }, simplePropositions ) ); // because pairs for everything in both directions var becausePropositions = map( function(lst) {return lst[0] + "" because "" + lst[1];}, filter( function(lst) { return lst[0] != lst[1]; }, propositionPairs ) ); var conjunctionPropositions = map( function(lst) {return lst[0] + "" & "" + lst[1];}, filter( function(lst) { var notSame = lst[0] != lst[1]; var ordered = lst[0] > lst[1]; return notSame & ordered; }, propositionPairs ) ); return nothing.concat( simplePropositions ).concat( becausePropositions ).concat( conjunctionPropositions ); };”"	[[aliceStrong, aliceTried, bobWeak, bobTried, aliceWin]]	alice and bob tried, but alice was stronger
“aliceWin because !bobStrong”	literal	bobStrong	0	“[ { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: false, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true } ],[ 0.06312082728292227, 0.08993918820245615, 0.09096144361200582, 0.35085863025122876, 0.03771874474750844, 0.14944216817341407, 0.21795899773046437 ]”	"“var costs = map(function(utterance) { if (utterance == ""nothing"") { return 0; } else { var words = utterance.split("" ""); var chars = utterance.split(""""); var negs = filter(function(x) {return x == ""!"";}, chars); return words.length; }}, utterances);”"	5	5	"“var getAlternativeUtterances = function(basePropositions) { var nothing = [""nothing""]; var negPropositions = map(function(p) {return ""!"" + p;}, basePropositions); var simplePropositions = negPropositions.concat(basePropositions); var propositionPairs = [].concat.apply( [], map( function(a) { return map( function(b) { return [a,b]; }, simplePropositions ); }, simplePropositions ) ); // because pairs for everything in both directions var becausePropositions = map( function(lst) {return lst[0] + "" because "" + lst[1];}, filter( function(lst) { return lst[0] != lst[1]; }, propositionPairs ) ); var conjunctionPropositions = map( function(lst) {return lst[0] + "" & "" + lst[1];}, filter( function(lst) { var notSame = lst[0] != lst[1]; var ordered = lst[0] > lst[1]; return notSame & ordered; }, propositionPairs ) ); return nothing.concat( simplePropositions ).concat( becausePropositions ).concat( conjunctionPropositions ); };”"	[[aliceStrong, aliceTried, bobWeak, bobTried, aliceWin]]	alice and bob tried, but alice was stronger
“aliceWin because !bobStrong”	literal	bobLazy	0.34	“[ { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: false, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true } ],[ 0.06312082728292227, 0.08993918820245615, 0.09096144361200582, 0.35085863025122876, 0.03771874474750844, 0.14944216817341407, 0.21795899773046437 ]”	"“var costs = map(function(utterance) { if (utterance == ""nothing"") { return 0; } else { var words = utterance.split("" ""); var chars = utterance.split(""""); var negs = filter(function(x) {return x == ""!"";}, chars); return words.length; }}, utterances);”"	5	5	"“var getAlternativeUtterances = function(basePropositions) { var nothing = [""nothing""]; var negPropositions = map(function(p) {return ""!"" + p;}, basePropositions); var simplePropositions = negPropositions.concat(basePropositions); var propositionPairs = [].concat.apply( [], map( function(a) { return map( function(b) { return [a,b]; }, simplePropositions ); }, simplePropositions ) ); // because pairs for everything in both directions var becausePropositions = map( function(lst) {return lst[0] + "" because "" + lst[1];}, filter( function(lst) { return lst[0] != lst[1]; }, propositionPairs ) ); var conjunctionPropositions = map( function(lst) {return lst[0] + "" & "" + lst[1];}, filter( function(lst) { var notSame = lst[0] != lst[1]; var ordered = lst[0] > lst[1]; return notSame & ordered; }, propositionPairs ) ); return nothing.concat( simplePropositions ).concat( becausePropositions ).concat( conjunctionPropositions ); };”"	[[aliceStrong, aliceTried, bobWeak, bobTried, aliceWin]]	alice and bob tried, but alice was stronger
“aliceWin because !bobStrong”	literal	aliceWin	1	“[ { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: false, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true } ],[ 0.06312082728292227, 0.08993918820245615, 0.09096144361200582, 0.35085863025122876, 0.03771874474750844, 0.14944216817341407, 0.21795899773046437 ]”	"“var costs = map(function(utterance) { if (utterance == ""nothing"") { return 0; } else { var words = utterance.split("" ""); var chars = utterance.split(""""); var negs = filter(function(x) {return x == ""!"";}, chars); return words.length; }}, utterances);”"	5	5	"“var getAlternativeUtterances = function(basePropositions) { var nothing = [""nothing""]; var negPropositions = map(function(p) {return ""!"" + p;}, basePropositions); var simplePropositions = negPropositions.concat(basePropositions); var propositionPairs = [].concat.apply( [], map( function(a) { return map( function(b) { return [a,b]; }, simplePropositions ); }, simplePropositions ) ); // because pairs for everything in both directions var becausePropositions = map( function(lst) {return lst[0] + "" because "" + lst[1];}, filter( function(lst) { return lst[0] != lst[1]; }, propositionPairs ) ); var conjunctionPropositions = map( function(lst) {return lst[0] + "" & "" + lst[1];}, filter( function(lst) { var notSame = lst[0] != lst[1]; var ordered = lst[0] > lst[1]; return notSame & ordered; }, propositionPairs ) ); return nothing.concat( simplePropositions ).concat( becausePropositions ).concat( conjunctionPropositions ); };”"	[[aliceStrong, aliceTried, bobWeak, bobTried, aliceWin]]	alice and bob tried, but alice was stronger
“aliceWin because !bobStrong”	listener	aliceStrong	0.97	“[ { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true } ][ 0.02598265524348922, 6.594250741513565e-7, 8.822217754629928e-13, 0.974016685258384, 8.941386143691926e-12, 6.291832967953059e-11, 3.1076807135160606e-13 ]”	"“var costs = map(function(utterance) { if (utterance == ""nothing"") { return 0; } else { var words = utterance.split("" ""); var chars = utterance.split(""""); var negs = filter(function(x) {return x == ""!"";}, chars); return words.length; }}, utterances);”"	5	5	"“var getAlternativeUtterances = function(basePropositions) { var nothing = [""nothing""]; var negPropositions = map(function(p) {return ""!"" + p;}, basePropositions); var simplePropositions = negPropositions.concat(basePropositions); var propositionPairs = [].concat.apply( [], map( function(a) { return map( function(b) { return [a,b]; }, simplePropositions ); }, simplePropositions ) ); // because pairs for everything in both directions var becausePropositions = map( function(lst) {return lst[0] + "" because "" + lst[1];}, filter( function(lst) { return lst[0] != lst[1]; }, propositionPairs ) ); var conjunctionPropositions = map( function(lst) {return lst[0] + "" & "" + lst[1];}, filter( function(lst) { var notSame = lst[0] != lst[1]; var ordered = lst[0] > lst[1]; return notSame & ordered; }, propositionPairs ) ); return nothing.concat( simplePropositions ).concat( becausePropositions ).concat( conjunctionPropositions ); };”"	[[aliceStrong, aliceTried, bobWeak, bobTried, aliceWin]]	alice and bob tried, but alice was stronger
“aliceWin because !bobStrong”	listener	aliceLazy	0	“[ { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true } ][ 0.02598265524348922, 6.594250741513565e-7, 8.822217754629928e-13, 0.974016685258384, 8.941386143691926e-12, 6.291832967953059e-11, 3.1076807135160606e-13 ]”	"“var costs = map(function(utterance) { if (utterance == ""nothing"") { return 0; } else { var words = utterance.split("" ""); var chars = utterance.split(""""); var negs = filter(function(x) {return x == ""!"";}, chars); return words.length; }}, utterances);”"	5	5	"“var getAlternativeUtterances = function(basePropositions) { var nothing = [""nothing""]; var negPropositions = map(function(p) {return ""!"" + p;}, basePropositions); var simplePropositions = negPropositions.concat(basePropositions); var propositionPairs = [].concat.apply( [], map( function(a) { return map( function(b) { return [a,b]; }, simplePropositions ); }, simplePropositions ) ); // because pairs for everything in both directions var becausePropositions = map( function(lst) {return lst[0] + "" because "" + lst[1];}, filter( function(lst) { return lst[0] != lst[1]; }, propositionPairs ) ); var conjunctionPropositions = map( function(lst) {return lst[0] + "" & "" + lst[1];}, filter( function(lst) { var notSame = lst[0] != lst[1]; var ordered = lst[0] > lst[1]; return notSame & ordered; }, propositionPairs ) ); return nothing.concat( simplePropositions ).concat( becausePropositions ).concat( conjunctionPropositions ); };”"	[[aliceStrong, aliceTried, bobWeak, bobTried, aliceWin]]	alice and bob tried, but alice was stronger
“aliceWin because !bobStrong”	listener	bobStrong	0	“[ { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: false, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: false, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: false, bobStrong: false, bobLazy: true, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: false, aliceWin: true }, { aliceStrong: true, aliceLazy: true, bobStrong: false, bobLazy: true, aliceWin: true } ][ 0.02598265524348922, 6.594250741513565e-7, 8.822217754629928e-13, 0.974016685258384, 8.941386143691926e-12, 6.291832967953059e-11, 3.1076807135160606e-13 ]”	"“var costs = map(function(utterance) { if (utterance == ""nothing"") { return 0; } else { var words = utterance.split("" ""); var chars = utterance.split(""""); var negs = filter(function(x) {return x == ""!"";}, chars); return words.length; }}, utterances);”"	5	5	"“var getAlternativeUtterances = function(basePropositions) { var nothing = [""nothing""]; var negPropositions = map(function(p) {return ""!"" + p;}, basePropositions); var simplePropositions = negPropositions.concat(basePropositions); var propositionPairs = [].concat.apply( [], map( function(a) { return map( function(b) { return [a,b]; }, simplePropositions ); }, simplePropositions ) ); // because pairs for everything in both directions var becausePropositions = map( function(lst) {return lst[0] + "" because "" + lst[1];}, filter( function(lst) { return lst[0] != lst[1]; }, propositionPairs ) ); var conjunctionPropositions = map( function(lst) {return lst[0] + "" & "" + lst[1];}, filter( function(lst) { var notSame = lst[0] != lst[1]; var ordered = lst[0] > lst[1]; return notSame & ordered; }, propositionPairs ) ); return nothing.concat( simplePropositions ).concat( becausePropositions ).concat( conjunctionPropositions ); };”"	[[aliceStrong, aliceTried, bobWeak, bobTried, aliceWin]]	alice and bob tried, but alice was stronger
